Unnamed_0,molecular_weight, alogp, logd, molecular_solubility, molecular_volume, molecular_surface_area, molecular_polar_surface_area, num_rotatable_bonds, num_h_acceptors, num_h_donors, adm_absorption_level, adm_bbb_level, adm_bbb, adm_solubility, adm_solubility_level, adm_hepatotoxicity, adm_hepatotoxicity_probability, adm_cyp2d6, adm_cyp2d6_probability, adm_ppb_level, druglikeness_weight,isGreatCold,isCold,isMildlyCold,isCool,isEven,isWarm,isMildlyWarm,isHot,isGreatHot,isLiverMeridian,isSpleenMeridian,isKidneyMeridian,isHeartMeridian,isLargeIntestineMeridian,isStomachMeridian,isLungMeridian,isGallbladderMeridian,isTripleBurnerMeridian,isBladderMeridian,isOthersMeridian,isSmallIntestineMeridian,isPericardiumMeridian,isBitter,isPungent,isSweet,isAstringent,isMildlyBitter,isSalty,isMildlySweet,isSour
628,650.62595,4.172,4.172,-7.172999999999999,418.45,614.66,165.49,12.0,11.0,2.0,3.0,4.0,0.0034031952342269208,-4.856,2.0,1.0,0.675,0.0,0.207,1.0,0.16699999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
629,230.25915,3.514,2.814,-3.405,156.4,229.63,46.53,2.0,3.0,1.0,0.0,1.0,0.188,-3.942,3.0,0.0,0.4370000000000001,0.0,0.158,1.0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
630,136.23403000000002,3.0580000000000003,3.0580000000000003,-2.904,115.59,165.1,0.0,2.0,0.0,0.0,0.0,0.0,0.7909999999999999,-3.445,3.0,0.0,0.311,0.0,0.069,0.0,0.512,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
631,228.37091,5.142,5.142,-5.19,184.87,266.39,26.3,12.0,2.0,0.0,0.0,0.0,1.02,-4.285,2.0,0.0,0.059,0.0,0.138,2.0,0.4320000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
632,226.35503,4.838,4.838,-4.912,176.3,245.52,26.3,0.0,2.0,0.0,0.0,0.0,0.926,-5.372000000000001,2.0,1.0,0.642,0.0,0.069,1.0,0.552,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
633,256.46713,6.901,6.901,-7.497999999999998,210.6,304.27,20.23,15.0,1.0,1.0,2.0,0.0,1.65,-4.884,2.0,0.0,0.251,0.0,0.386,2.0,0.338,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
634,270.27996,3.652,3.652,-4.331,176.98,258.57,48.67,3.0,3.0,0.0,0.0,1.0,0.22,-4.992,2.0,0.0,0.364,1.0,0.6629999999999999,0.0,0.486,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
635,270.27996,3.652,3.652,-4.364,176.3,258.57,48.67,3.0,3.0,0.0,0.0,1.0,0.22,-4.989,2.0,0.0,0.344,1.0,0.5539999999999999,1.0,0.486,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
636,246.25855,2.029,2.029,-2.884,166.69,230.99,55.76,1.0,4.0,1.0,0.0,2.0,-0.412,-3.156,3.0,0.0,0.39,0.0,0.108,1.0,0.608,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0
637,154.29237,4.813,4.813,-4.461,132.74,177.31,0.0,0.0,0.0,0.0,1.0,0.0,1.334,-5.064,2.0,0.0,0.158,0.0,0.009000000000000001,1.0,0.469,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0
638,278.30196,4.258,4.258,-4.99,182.81,259.67,47.28,0.0,2.0,0.0,0.0,1.0,0.416,-5.977,2.0,1.0,0.662,0.0,0.445,1.0,0.6759999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
639,256.42407000000003,6.188,4.739,-6.271,211.63,297.43,37.29,13.0,2.0,1.0,1.0,0.0,1.156,-4.655,2.0,0.0,0.079,0.0,0.376,2.0,0.426,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
640,340.49744,5.135,5.135,-6.69,255.19,379.47,66.75,17.0,4.0,2.0,0.0,1.0,0.359,-3.0580000000000003,3.0,0.0,0.105,0.0,0.445,2.0,0.284,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
641,316.30534,2.7230000000000003,2.7230000000000003,-3.72,198.25,302.11,78.13,5.0,5.0,1.0,0.0,3.0,-0.5379999999999999,-3.876,3.0,0.0,0.476,0.0,0.465,2.0,0.521,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
642,408.39916,0.282,0.282,-2.776,259.3,374.79,134.91,4.0,9.0,4.0,1.0,4.0,0.0034031952342269208,-2.269,3.0,0.0,0.397,0.0,0.35600000000000004,2.0,0.409,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
643,156.22213,2.8080000000000003,1.36,-2.688,114.9,178.48,37.29,7.0,2.0,1.0,0.0,1.0,0.111,-1.962,4.0,0.0,0.006,0.0,0.059,0.0,0.575,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
644,168.31895,5.27,5.27,-4.988,149.89,193.24,0.0,8.0,0.0,0.0,1.0,0.0,1.475,-4.735,2.0,0.0,0.198,0.0,0.069,2.0,0.463,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
645,270.49372,7.357,7.357,-8.056000000000001,221.23,320.23,20.23,16.0,1.0,1.0,3.0,4.0,0.0034031952342269208,-5.193,2.0,0.0,0.238,0.0,0.386,2.0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
646,268.47783,6.912000000000001,6.912000000000001,-7.778,219.86,316.48,20.23,15.0,1.0,1.0,2.0,0.0,1.653,-4.9,2.0,0.0,0.225,0.0,0.386,2.0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
647,286.27936,2.485,2.485,-3.869,183.84,262.77,61.2,3.0,4.0,0.0,0.0,2.0,-0.282,-4.2780000000000005,2.0,0.0,0.35700000000000004,1.0,0.623,0.0,0.642,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
648,318.3212200000001,2.127,2.127,-3.925,206.14,309.0,78.13,5.0,5.0,1.0,0.0,3.0,-0.722,-3.388,3.0,0.0,0.331,1.0,0.534,0.0,0.675,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
649,286.27936,2.739,2.739,-3.755,172.87,269.62,68.9,4.0,4.0,1.0,0.0,2.0,-0.392,-3.814,3.0,0.0,0.337,1.0,0.613,0.0,0.5329999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
650,210.39869,6.823,6.823,-6.8820000000000014,179.04,254.85,0.0,12.0,0.0,0.0,2.0,0.0,1.955,-5.6610000000000005,2.0,0.0,0.264,0.0,0.366,2.0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
651,136.23403000000002,3.3080000000000003,3.3080000000000003,-2.689,113.18,156.85,0.0,1.0,0.0,0.0,0.0,0.0,0.868,-3.675,3.0,0.0,0.298,0.0,0.029,0.0,0.518,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
652,386.39518,2.768,2.768,-4.58,258.62,362.51,82.96,6.0,6.0,0.0,0.0,2.0,-0.477,-4.659,2.0,0.0,0.271,0.0,0.366,0.0,0.561,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0
653,214.38739,5.532,5.532,-5.8260000000000005,175.95,256.37,20.23,12.0,1.0,1.0,0.0,0.0,1.227,-3.908,3.0,0.0,0.165,0.0,0.138,2.0,0.452,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
654,196.37211,6.367000000000001,6.367000000000001,-6.3210000000000015,167.04,238.88,0.0,11.0,0.0,0.0,2.0,0.0,1.814,-5.32,2.0,0.0,0.211,0.0,0.138,2.0,0.337,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
655,214.34433,5.024,3.575,-5.02,170.47,247.84,37.29,11.0,2.0,1.0,0.0,0.0,0.7959999999999999,-3.703,3.0,0.0,0.013,0.0,0.138,2.0,0.524,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
656,154.29237,4.999,4.999,-4.64,133.42,190.99,0.0,8.0,0.0,0.0,1.0,0.0,1.391,-4.256,2.0,0.0,0.205,0.0,0.059,1.0,0.4320000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
657,184.27529,3.721,2.272,-3.728,138.91,210.41,37.29,9.0,2.0,1.0,0.0,1.0,0.393,-2.674,3.0,0.0,0.033,0.0,0.059,0.0,0.5539999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
658,60.05195,-0.205,-1.651,0.131,40.81,72.33,37.29,0.0,2.0,1.0,0.0,3.0,-0.82,0.4920000000000001,5.0,0.0,0.052000000000000005,0.0,0.059,0.0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
659,389.48524,3.36,1.827,-2.92,268.91,357.32,65.07,2.0,6.0,0.0,0.0,2.0,-0.14,-5.425,2.0,1.0,0.748,0.0,0.415,0.0,0.675,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
660,317.37952,2.448,2.094,-2.152,219.86,302.25,55.84,1.0,5.0,0.0,0.0,2.0,-0.281,-4.561,2.0,1.0,0.569,0.0,0.35600000000000004,0.0,0.695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
661,375.50172,3.603,3.48,-3.049,273.37,345.95,55.84,2.0,5.0,0.0,0.0,1.0,0.077,-5.642,2.0,1.0,0.615,0.0,0.465,0.0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
662,387.46936,2.4530000000000003,0.893,-2.338,273.02,347.04,57.23,4.0,6.0,0.0,0.0,2.0,-0.28800000000000003,-4.758,2.0,1.0,0.529,0.0,0.35600000000000004,0.0,0.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
663,165.23219,1.982,0.539,-1.713,123.47,186.45,23.47,3.0,2.0,1.0,0.0,1.0,0.076,-1.897,4.0,0.0,0.271,0.0,0.029,1.0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
664,371.46996,4.2639999999999985,4.2639999999999985,-4.955,259.3,343.77,57.53,2.0,4.0,0.0,0.0,1.0,0.249,-6.2189999999999985,1.0,1.0,0.516,0.0,0.376,1.0,0.7290000000000001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1
665,371.46996,4.2639999999999985,4.2639999999999985,-4.955,262.73,343.77,57.53,2.0,4.0,0.0,0.0,1.0,0.249,-6.2189999999999985,1.0,1.0,0.516,0.0,0.376,1.0,0.7290000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
666,335.3948,1.935,0.519,-1.548,217.8,295.98,65.06,1.0,6.0,0.0,0.0,3.0,-0.58,-4.253,2.0,1.0,0.682,0.0,0.316,0.0,0.682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
667,375.50172,3.603,3.48,-3.049,268.22,345.95,55.84,2.0,5.0,0.0,0.0,1.0,0.077,-5.642,2.0,1.0,0.615,0.0,0.465,0.0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
668,134.08743,-1.012,-3.877,-0.359,80.94,136.46,94.83,3.0,5.0,3.0,0.0,4.0,0.0034031952342269208,1.284,5.0,0.0,0.026,0.0,0.059,0.0,0.459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
669,277.40178,2.988,2.862,-2.459,205.11,261.44,29.54,1.0,3.0,0.0,0.0,1.0,0.302,-4.7010000000000005,2.0,1.0,0.602,0.0,0.396,0.0,0.69,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1
670,375.50172,3.603,3.48,-3.049,263.08,345.95,55.84,2.0,5.0,0.0,0.0,1.0,0.077,-5.642,2.0,1.0,0.615,0.0,0.465,0.0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
671,389.48524,2.349,2.252,-2.327,270.28,358.06,76.06,2.0,6.0,1.0,0.0,3.0,-0.6409999999999999,-4.269,2.0,1.0,0.649,0.0,0.386,0.0,0.731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
672,389.48524,2.349,2.252,-2.327,272.68,358.06,76.06,2.0,6.0,1.0,0.0,3.0,-0.6409999999999999,-4.269,2.0,1.0,0.649,0.0,0.386,0.0,0.731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
673,307.3847,2.11,0.57,-1.768,213.34,282.15,55.84,1.0,5.0,0.0,0.0,2.0,-0.385,-4.01,2.0,1.0,0.754,0.0,0.425,0.0,0.695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
674,335.3948,1.935,0.519,-1.548,224.66,295.98,65.06,1.0,6.0,0.0,0.0,3.0,-0.58,-4.253,2.0,1.0,0.682,0.0,0.316,0.0,0.682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
675,277.40178,2.988,2.862,-2.459,205.79,261.44,29.54,1.0,3.0,0.0,0.0,1.0,0.302,-4.7010000000000005,2.0,1.0,0.602,0.0,0.396,0.0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
676,387.46936,2.775,2.775,-2.471,265.48,355.62,72.91,2.0,6.0,0.0,0.0,2.0,-0.453,-5.049,2.0,1.0,0.7879999999999999,0.0,0.366,0.0,0.536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
677,375.50172,3.603,3.48,-3.049,261.02,345.95,55.84,2.0,5.0,0.0,0.0,1.0,0.077,-5.642,2.0,1.0,0.615,0.0,0.465,0.0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
